Chr	StartPos	EndPos	Likelihood
chr1	37988	62245	0.0
chr1	37988	61196	0.0
chr1	37988	62184	0.0
chr1	61196	62184	0.0
chr1	61196	62165	0.0
chr1	61196	62172	0.0
chr1	62184	62238	0.0
chr1	62245	65494	0.0
chr1	62238	65494	0.0
chr1	62165	65494	0.0
chr1	62172	65494	0.0
chr1	62184	65494	0.0
chr1	62238	65494	0.0501461
chr1	65494	67262	0.0
chr1	65494	67262	0.46450959999999997
chr1	67262	68328	0.0
chr1	67262	68289	0.0
chr1	68289	68328	0.0
chr1	68328	68479	0.0
chr1	68479	73278	0.0
chr1	68328	73278	0.0
chr1	68289	73278	0.0
chr1	73278	74357	0.0
chr1	74357	74804	0.0
chr1	74804	78219	0.0
chr1	78219	80279	0.0
chr1	78219	80279	0.37867790000000007
chr1	80279	104086	0.0
chr1	104086	112687	0.0
chr1	104086	112687	0.3051987
chr1	112687	116558	0.2421135
chr1	112687	116558	0.0
chr1	116558	119596	0.0
chr1	119596	120672	0.0
chr1	120672	136433	0.07559611
chr1	120672	136433	0.0
chr1	119596	136433	0.0
chr1	119596	136433	0.46932970000000007
chr1	136433	140394	0.12189749999999999
chr1	136433	140450	0.0
chr1	136433	140394	0.0
chr1	140394	140450	0.0
chr1	140450	140879	0.0
chr1	140879	141054	0.0
chr1	141054	141448	0.0
chr1	141448	150666	0.0
chr1	141448	150534	0.0
chr1	141054	150534	0.0
chr1	140879	150534	0.0
chr1	150534	150666	0.0
chr1	150666	151284	0.0
chr1	151284	152763	0.5705938
chr1	151284	152763	0.0
chr1	151284	152763	0.1660719
chr1	152763	158460	0.0
chr1	152763	158460	0.5643978000000001
chr1	158460	161896	0.0
chr1	161896	162283	0.0
chr1	162283	166932	0.0
chr1	166932	173116	0.0
chr1	173116	176298	0.0
chr1	173116	176260	0.0
chr1	173116	176298	0.09193394
chr1	176298	196557	0.0
chr1	176260	196557	0.0
chr1	196557	202372	0.0
chr1	196557	202209	0.0
chr1	202209	202372	0.0
chr1	202372	203444	0.0
chr1	203444	203553	0.0
chr1	203553	207924	0.0
chr1	203444	207924	0.0
chr1	207924	208402	0.0
chr1	208402	210446	0.0
chr1	208402	210446	0.08604152
chr1	210446	212034	0.0
chr1	210446	212034	0.1712309
chr1	212034	215793	0.0
chr1	212034	215793	0.03343927
chr1	215793	222651	0.5716600000000001
chr1	215793	222651	0.0
chr1	215793	223162	0.0
chr1	222651	223162	0.0
chr1	223162	225100	0.23138960000000003
chr1	223162	225100	0.0
chr1	225100	225560	0.0
chr1	225100	225560	0.26443320000000003
chr1	225560	226306	0.0
chr1	226306	227364	0.0
chr1	227364	227418	0.0
chr1	227418	227610	0.0
chr1	227610	227922	0.0
chr1	227922	231568	0.0
chr1	231568	236496	0.0
chr1	236496	237175	0.0
chr1	236496	237156	0.0
chr1	237156	237175	0.0
chr1	237175	237337	0.0
chr1	237337	238296	0.0
chr1	238296	239157	0.42955420000000005
chr1	238296	239157	0.0
chr1	239157	239723	0.25930770000000003
chr1	239157	239755	0.0
chr1	239157	239723	0.0
chr1	239755	239989	0.0
chr1	239755	239987	0.0
chr1	239989	240677	0.0
chr1	239987	240677	0.0
chr1	240677	240814	0.0
chr1	240814	241731	0.0
chr1	241731	242186	0.0
chr1	242186	242879	0.0
chr1	242879	243288	0.64987
chr1	242879	243288	0.0
chr1	243288	246328	0.0
chr1	246328	247823	0.5514912
chr1	246328	247823	0.0
chr1	247823	250197	0.0
chr1	250197	250473	0.0
chr1	250473	251018	0.0
chr1	251018	254031	0.0
chr1	251018	254031	0.6157219
chr1	254031	255457	0.0
chr1	255457	260257	0.0
chr1	255457	260455	0.0
chr1	260257	260455	0.0
chr1	260455	260669	0.0
chr1	260669	260959	0.0
chr1	260959	262146	0.0
chr1	262146	265338	0.0
chr1	265338	275521	0.0
chr1	265338	275521	0.1598172
chr1	265338	275521	0.4051316
chr1	275521	286806	0.5824406999999999
chr1	275521	286015	0.3011742
chr1	275521	286015	0.08996351
chr1	275521	286806	0.0
chr1	275521	286015	0.0
chr1	286015	286806	0.0
chr1	286015	286791	0.0
chr1	286806	288357	0.0
chr1	286791	288357	0.0
chr1	288357	289962	0.0
chr1	288357	289929	0.0
chr1	288357	289906	0.0
chr1	288357	289877	0.0
chr1	288357	289863	0.0
chr1	289868	289877	0.0
chr1	289929	289962	0.0
chr1	289962	290010	0.0
chr1	290010	290160	0.0
chr1	290160	290312	0.0
chr1	290160	290310	0.0
chr1	290312	290346	0.0
chr1	290376	290421	0.0
chr1	290421	290773	0.0
chr1	290773	290813	0.0
chr1	290813	291033	0.0
chr1	291033	291150	0.0
chr1	291150	291213	0.0
chr1	291213	292314	0.0
chr1	291150	292314	0.0
chr1	292314	294142	0.0
chr1	294142	295181	0.0
chr1	295181	296524	0.0
chr1	296524	297059	0.0
chr1	297059	297587	0.0
chr1	297587	297948	0.0
chr1	297948	298121	0.0
chr1	298121	298728	0.0
chr1	298728	300540	0.0
chr1	300540	300836	0.0
chr1	300836	302262	0.0
chr1	300836	302313	0.0
chr1	302262	302313	0.0
chr1	302313	302362	0.0
chr1	302407	302506	0.0
chr1	302506	302551	0.0
chr1	302551	302701	0.0
chr1	302719	303032	0.0
chr1	302701	303032	0.0
chr1	303032	303170	0.0
chr1	303170	307112	0.0
chr1	303032	307112	0.0
chr1	307112	308622	0.0
chr1	308622	309206	0.0
chr1	308622	309232	0.0
chr1	308622	309227	0.0
chr1	309232	309342	0.0
chr1	309365	309817	0.0
chr1	309365	309793	0.0
chr1	309359	309790	0.0
chr1	309342	309790	0.0
chr1	309817	309896	0.0
chr1	309896	309925	0.0
chr1	309925	310057	0.0
chr1	310100	310123	0.0
chr1	310168	310221	0.0
chr1	310221	310264	0.0
chr1	310264	310340	0.0
chr1	310371	311081	0.0
chr1	310340	311081	0.0
chr1	311081	313065	0.0
chr1	311081	313041	0.0
chr1	311081	312921	0.0
chr1	311081	312996	0.0
chr1	311081	312956	0.0
chr1	312956	312996	0.0
chr1	312996	313041	0.0
chr1	313065	313161	0.0
chr1	313161	313182	0.0
chr1	313182	313263	0.0
chr1	313263	313332	0.0
chr1	313356	313368	0.0
chr1	313386	313709	0.0
chr1	313386	313710	0.0
chr1	313368	313709	0.0
chr1	313710	314027	0.0
chr1	313709	314027	0.0
chr1	314027	314133	0.0
chr1	314133	314169	0.0
chr1	314169	314254	0.0
chr1	314254	314590	0.0
chr1	314617	314790	0.0
chr1	314614	314790	0.0
chr1	314826	315166	0.0
chr1	314809	315166	0.0
chr1	315201	315242	0.0
chr1	315242	316787	0.0
chr1	315242	316773	0.0
chr1	315166	316773	0.0
chr1	315201	316773	0.0
chr1	316787	317072	0.0
chr1	316773	317072	0.0
chr1	317072	317291	0.0
chr1	317291	317672	0.0
chr1	317672	318205	0.0
chr1	317672	318146	0.0
chr1	318146	318203	0.0
chr1	318212	318442	0.0
chr1	318203	318442	0.0
chr1	318442	318569	0.0
chr1	318569	323122	0.0
chr1	318442	323122	0.0
chr1	323122	323523	0.0
chr1	323523	323720	0.0
chr1	323720	324025	0.0
chr1	324025	324184	0.0
chr1	324184	325557	0.0
chr1	325557	326395	0.0
chr1	326395	363218	0.0
chr1	326395	361075	0.0
chr1	326395	362142	0.0
chr1	326395	360218	0.0
chr1	326395	359740	0.0
chr1	326395	361644	0.0
chr1	326395	361226	0.0
chr1	326395	361626	0.0
chr1	326395	361175	0.0
chr1	325557	359740	0.0
chr1	324025	359740	0.0
chr1	323720	359740	0.0
chr1	359740	360218	0.0
chr1	360218	361075	0.0
chr1	361075	361175	0.0
chr1	361175	361226	0.0
chr1	361226	361626	0.0
chr1	361644	362142	0.0
chr1	362142	363218	0.0
chr1	363218	364330	0.0
chr1	364330	364545	0.0
chr1	364545	364623	0.0
chr1	364650	368474	0.0
chr1	364623	368474	0.0
chr1	364545	368474	0.0
chr1	364330	368474	0.0
chr1	368474	369911	0.0
chr1	368474	369870	0.0
chr1	368474	369884	0.0
chr1	368474	369881	0.0
chr1	368474	369866	0.0
chr1	369911	370152	0.0
chr1	369911	370129	0.0
chr1	369911	370125	0.0
chr1	370180	370185	0.0
chr1	370243	370266	0.0
chr1	370314	370343	0.0
chr1	370343	370469	0.0
chr1	370490	370522	0.0
chr1	370571	370666	0.0
chr1	370567	370660	0.0
chr1	370666	370750	0.0
chr1	370768	370826	0.0
chr1	370841	370849	0.0
chr1	370901	370925	0.0
chr1	370978	370981	0.0
chr1	371006	371111	0.0
chr1	371111	371128	0.0
chr1	371169	371269	0.0
chr1	371304	371312	0.0
chr1	371375	371402	0.0
chr1	371436	371560	0.0
chr1	371560	371612	0.0
chr1	371634	371644	0.0
chr1	371663	371712	0.0
chr1	371773	371786	0.0
chr1	371819	371844	0.0
chr1	371875	371967	0.0
chr1	371967	372133	0.0
chr1	372133	372204	0.0
chr1	372220	372272	0.0
chr1	372298	372331	0.0
chr1	372368	372408	0.0
chr1	372408	372471	0.0
chr1	372471	372524	0.0
chr1	372559	372594	0.0
chr1	372635	372645	0.0
chr1	372704	372723	0.0
chr1	372767	372775	0.0
chr1	372832	372876	0.0
chr1	372876	372906	0.0
chr1	372953	373000	0.0
chr1	373027	373057	0.0
chr1	373057	373139	0.0
chr1	373141	373203	0.0
chr1	373223	373263	0.0
chr1	373263	373329	0.0
chr1	373329	373392	0.0
chr1	373392	373436	0.0
chr1	373475	373510	0.0
chr1	373523	373644	0.0
chr1	373644	373717	0.0
chr1	373751	373802	0.0
chr1	373802	373856	0.0
chr1	373889	374107	0.0
chr1	374107	374165	0.0
chr1	374228	374314	0.0
chr1	374349	374397	0.0
chr1	374397	374464	0.0
chr1	374495	374513	0.0
chr1	374553	374597	0.0
chr1	374597	374651	0.0
chr1	374660	379570	0.0
chr1	374660	379444	0.0
chr1	374660	379261	0.0
chr1	374660	379356	0.0
chr1	374660	379548	0.0
chr1	374660	379317	0.0
chr1	374660	379371	0.0
chr1	374660	379263	0.0
chr1	374651	379261	0.0
chr1	374597	379261	0.0
chr1	374545	379261	0.0
chr1	374495	379261	0.0
chr1	374471	379261	0.0
chr1	374656	379261	0.0
chr1	374464	379261	0.0
chr1	374397	379261	0.0
chr1	374314	379261	0.0
chr1	379263	379317	0.0
chr1	379317	379356	0.0
chr1	379371	379444	0.0
chr1	379444	379548	0.0
chr1	379570	379621	0.0
chr1	379621	379687	0.0
chr1	379693	379775	0.0
chr1	379801	379886	0.0
chr1	379922	380045	0.0
chr1	380045	380099	0.0
chr1	380099	380234	0.0
chr1	380234	380787	0.0
chr1	380787	380899	0.0
chr1	380899	381289	0.0
chr1	381289	381561	0.0
chr1	381561	381695	0.0
chr1	381561	381691	0.0
chr1	381717	381894	0.0
chr1	381710	381894	0.0
chr1	381894	382046	0.0
chr1	382046	382065	0.0
chr1	382065	382813	0.0
chr1	382046	382813	0.0
chr1	382813	383711	0.0
chr1	383711	384479	0.0
chr1	383711	384408	0.0
chr1	383711	384395	0.0
chr1	384433	384479	0.0
chr1	384479	384615	0.0
chr1	384624	384746	0.0
chr1	384746	385403	0.0
chr1	385403	385490	0.0
chr1	385490	385837	0.0
chr1	385490	385832	0.0
chr1	385837	385916	0.0
chr1	385916	386163	0.0
chr1	386163	386192	0.0
chr1	386192	386288	0.0
chr1	386288	386601	0.0
chr1	386601	386671	0.0
chr1	386671	387874	0.0
chr1	386671	387866	0.0
chr1	386601	387866	0.0
chr1	387874	388056	0.0
chr1	387866	388054	0.0
chr1	388056	388454	0.0
chr1	388056	388444	0.0
chr1	388054	388444	0.0
chr1	388454	388588	0.0
chr1	388444	388588	0.0
chr1	388588	388939	0.0
chr1	388939	390033	0.0
chr1	390033	391173	0.0
chr1	391173	391929	0.0
chr1	391929	392136	0.0
chr1	392136	392184	0.0
chr1	392184	392704	0.0
