Chr	Start	End	Omega
chr1	60069	61275	1.026813
chr1	60069	61275	1.069174
chr1	60069	61275	1.024817
chr1	60069	61455	1.004937
chr1	60069	61952	0.9971409999999999
chr1	60069	61952	0.982167
chr1	60069	159851	1.021942
chr1	60069	159851	1.072986
chr1	60069	159851	1.080583
chr1	60069	159851	1.154037
chr1	60069	159851	1.19995
chr1	60069	159851	1.3063069999999999
chr1	60069	159851	1.336929
chr1	60069	159851	1.407419
chr1	60069	159851	1.471794
chr1	60069	159851	1.557477
chr1	60069	122012	1.719815
chr1	60069	122012	2.289364
chr1	60069	122012	2.967625
chr1	60069	122012	4.698092
chr1	60893	72212	10.584564
chr1	61103	72212	11.052691000000001
chr1	61419	72212	15.216304999999998
chr1	61433	71859	15.473472000000001
chr1	61497	71859	16.077663
chr1	61497	71859	17.301619
chr1	61497	72212	15.041095
chr1	61497	71859	18.48299
chr1	61497	72212	14.909851000000002
chr1	60069	81160	7.483136
chr1	60069	81160	7.381492
chr1	60069	81160	6.738548
chr1	60069	81160	6.360322
chr1	60069	81160	5.507006
chr1	60069	100962	8.656186
chr1	60069	101634	8.082561
chr1	60069	102389	5.811266000000001
chr1	60069	102935	5.1470970000000005
chr1	72212	119167	4.674935
chr1	60069	115422	4.050567
chr1	60069	122012	3.7701919999999998
chr1	60069	115422	3.6597129999999995
chr1	60069	151775	3.447147
chr1	60069	151775	3.479068
chr1	60069	151775	3.396784
chr1	60069	151775	3.344299
chr1	60069	151775	3.191938
chr1	60069	151775	3.06304
chr1	60069	151775	3.024928
chr1	60069	151775	2.9022919999999996
chr1	60069	151775	2.396509
chr1	60069	153366	2.292334
chr1	60069	153366	2.179043
chr1	60069	153366	2.110407
chr1	60069	130227	2.130572
chr1	60069	130227	2.2002080000000004
chr1	114110	124741	2.392834
chr1	118306	124741	2.768618
chr1	118306	124741	3.3173
chr1	118306	124741	3.98336
chr1	118306	124741	5.422925
chr1	118306	124741	8.92183
chr1	118695	124741	8.948122
chr1	118895	124741	9.349966
chr1	119142	124741	9.669211
chr1	119167	124741	37.784115
chr1	119167	125560	17.511381
chr1	118306	130227	3.0365279999999997
chr1	124675	133480	71.28684200000001
chr1	124675	134364	41.455425
chr1	124675	134364	13.009189
chr1	124675	135882	9.248281
chr1	124675	151775	6.791082
chr1	124675	151775	4.440283999999999
chr1	124675	151775	4.501293
chr1	124675	234102	3.6791629999999995
chr1	124675	234746	3.7205769999999996
chr1	124675	235377	3.761944
chr1	124675	235459	3.844596
chr1	124675	235459	3.337843
chr1	124675	236299	3.3708980000000004
chr1	124675	236299	3.2916550000000004
chr1	124675	236299	3.244349
chr1	124675	236299	3.223007
chr1	124675	236299	3.223762
chr1	124675	236299	3.244168
chr1	124675	236299	3.2827870000000003
chr1	124675	236299	3.0175549999999998
chr1	124675	236299	3.07254
chr1	124675	236299	2.868029
chr1	124675	236299	2.933522
chr1	124675	236299	3.0119290000000003
chr1	151516	236299	3.613352
chr1	151516	236299	5.375465
chr1	151516	236299	3.8258349999999997
chr1	124675	236299	3.76001
chr1	124675	236299	3.715979
chr1	124675	236299	3.938501
chr1	124675	236299	3.7406339999999996
chr1	142336	165583	3.851489
chr1	142336	165583	4.453732
chr1	124675	236299	3.561097
chr1	124675	236299	3.584165
chr1	124675	236299	3.594764
chr1	124675	236299	3.4683230000000003
chr1	124675	236299	3.512085
chr1	124675	236299	3.4727870000000003
chr1	124675	236299	3.662523
chr1	118306	181522	4.2934589999999995
chr1	124675	236299	3.7099879999999996
chr1	124675	236299	3.73421
chr1	168760	236299	5.04206
chr1	168760	236299	4.913188
chr1	124675	236299	3.633178
chr1	124675	236299	3.6667300000000003
chr1	124675	236299	3.563073
chr1	124675	236299	3.6065199999999997
chr1	124675	236299	3.6609230000000004
chr1	124675	236299	3.5703050000000003
chr1	124675	236299	3.5994879999999996
chr1	124675	236299	3.577374
chr1	124675	236299	3.5655940000000004
chr1	124675	236299	3.6019160000000006
chr1	193967	236299	5.363713
chr1	193967	236299	5.526802
chr1	196251	236299	5.8271
chr1	196464	236299	7.774619
chr1	196464	236299	8.702186
chr1	196464	236299	9.641916
chr1	196464	236299	8.075498
chr1	203449	236299	9.487074
chr1	204809	236299	11.545244
chr1	204809	236299	10.450789
chr1	204809	236299	11.41953
chr1	205971	236299	13.955373999999999
chr1	196464	236299	9.181877
chr1	196464	236299	8.323019
chr1	196464	236299	7.864433999999999
chr1	196464	236299	8.396238
chr1	196464	236299	8.301785
chr1	196464	236299	6.939455000000001
chr1	196464	236299	7.321117999999999
chr1	196464	236299	7.417609
chr1	196464	236299	7.460095
chr1	196464	236299	6.59333
chr1	196464	236299	6.000437000000001
chr1	196464	236299	6.127729
chr1	196464	236299	6.198426
chr1	196464	236299	6.504909
chr1	196464	236299	6.623038
chr1	224748	236299	9.003567
chr1	226306	236299	10.49134
chr1	196464	236299	5.671218
chr1	193967	236299	3.6121239999999997
chr1	193967	236299	3.2306939999999997
chr1	193967	236299	2.670563
chr1	193967	236299	2.405941
chr1	193967	236299	2.079149
chr1	193967	236299	1.8277259999999997
chr1	193967	236299	1.542672
chr1	133480	326443	1.389578
chr1	133480	326443	1.382187
chr1	133480	326443	1.379644
chr1	133480	326443	1.376773
chr1	133480	326443	1.3795600000000001
chr1	133480	326443	1.38509
chr1	133480	326443	1.404342
chr1	133480	326443	1.418109
chr1	133480	326443	1.444086
chr1	133480	326443	1.4891530000000002
chr1	133480	326443	1.563875
chr1	231614	241072	1.6411419999999999
chr1	231614	241072	1.801003
chr1	231614	241072	1.8979720000000002
chr1	231614	241072	2.010367
chr1	231614	241072	2.301786
chr1	231614	241072	2.497319
chr1	231614	241072	2.744866
chr1	231614	241072	3.0701169999999998
chr1	231614	240814	4.196208
chr1	232219	240009	5.387844
chr1	231614	240009	5.0361970000000005
chr1	231614	240009	4.544089
chr1	231614	240009	4.3724300000000005
chr1	231614	240009	5.01331
chr1	231614	240009	4.214653
chr1	231614	240009	5.084312000000001
chr1	231614	240677	4.105569
chr1	231614	241072	3.795707
chr1	231614	258405	3.117706
chr1	231614	258405	2.997629
chr1	231614	258405	3.009805
chr1	239723	244763	9.894997
chr1	239723	250473	5.667796
chr1	231614	258405	3.2754939999999997
chr1	231614	258405	3.6482919999999996
chr1	231614	258405	3.6660980000000003
chr1	231614	258405	3.8941339999999998
chr1	231614	258405	3.7091260000000004
chr1	231614	258405	4.380718
chr1	231614	258405	5.707761
chr1	231614	258405	6.97925
chr1	231614	258405	10.988572999999999
chr1	231614	258405	10.993973
chr1	231614	258405	24.359661
chr1	231614	258405	32.331768
chr1	231614	258799	10.671984
chr1	231614	258799	9.490483
chr1	255457	258799	15.326694
chr1	231614	258799	5.503025
chr1	257847	269485	24.785604
chr1	257847	269485	7.2681119999999995
chr1	258008	269485	8.032838
chr1	258168	269485	8.187342
chr1	258366	269485	8.745875999999999
chr1	258366	269485	9.269318
chr1	258366	274544	4.7026010000000005
chr1	231614	288408	4.062166
chr1	231614	288408	3.919393
chr1	231614	288408	3.8031410000000005
chr1	231614	288408	3.7749330000000003
chr1	231614	285449	4.225127
chr1	231614	285449	4.335163
chr1	231614	285449	4.225343
chr1	231614	285449	4.2987400000000004
chr1	231614	285449	3.9224980000000005
chr1	231614	285449	4.11186
chr1	231614	285449	4.282212
chr1	231614	285449	4.406929
chr1	231614	285449	4.816324
chr1	276017	291769	4.88232
chr1	276017	291769	5.689458
chr1	276017	291769	7.1231729999999995
chr1	277770	287586	8.258055
chr1	281292	291769	9.126168
chr1	281292	291769	11.814326
chr1	281292	291769	10.549579
chr1	276017	291769	6.425796
chr1	284785	290010	9.322764
chr1	284785	290010	9.80434
chr1	276017	291769	6.467511
chr1	276017	291769	2.865316
chr1	288408	379456	2.925011
chr1	288408	379456	2.986701
chr1	288408	379456	2.898714
chr1	284785	374660	2.8396
chr1	284785	374660	2.869385
chr1	284785	374660	2.9190080000000003
chr1	288408	379456	2.9809650000000003
chr1	288408	379456	3.0090380000000003
chr1	288408	379456	3.048694
chr1	288408	379456	3.144152
chr1	288408	379456	3.1997430000000002
chr1	288408	379456	3.260841
chr1	288408	379456	3.393757
chr1	288408	379456	3.634992
chr1	290160	310371	4.926548
chr1	291558	310371	5.108067
chr1	290160	310371	5.21427
chr1	290160	310371	4.717356
chr1	289863	302701	4.136176
chr1	289863	300836	4.2082239999999995
chr1	289863	300836	5.186372
chr1	289863	300836	5.635032
chr1	289863	300836	5.837499
chr1	289863	300836	5.2679849999999995
chr1	289863	300836	4.992946
chr1	289863	300836	5.361804
chr1	289863	300836	6.301598
chr1	289863	300836	5.533314
chr1	289863	301378	4.9600349999999995
chr1	289863	301378	4.5171980000000005
chr1	298728	310340	7.677915
chr1	298728	310340	7.608925999999999
chr1	299773	310340	8.386966000000001
chr1	299773	310340	8.72748
chr1	298728	310340	4.258824
chr1	231614	360483	2.8954
chr1	231614	360483	2.836248
chr1	231614	360483	2.810451
chr1	231614	360483	2.786829
chr1	231614	360483	2.76531
chr1	231614	360483	2.7575979999999998
chr1	231614	360483	2.733605
chr1	231614	360483	2.781386
chr1	231614	360483	2.77636
chr1	231614	360483	2.754901
chr1	231614	360483	2.7023349999999997
chr1	231614	360483	2.688575
chr1	231614	360483	2.676625
chr1	231614	360483	2.7239299999999997
chr1	231614	360483	2.7046490000000003
chr1	231614	360483	2.6976869999999997
chr1	231614	360483	2.692483
chr1	231614	360483	2.689028
chr1	231614	360483	2.687312
chr1	231614	360483	2.687344
chr1	231614	360483	2.692648
chr1	231614	360483	2.6963630000000003
chr1	231614	360483	2.681047
chr1	231614	360483	2.686012
chr1	231614	360483	2.692761
chr1	231614	360483	2.691235
chr1	306851	326443	2.843003
chr1	231614	360483	2.731977
chr1	231614	360483	2.764596
chr1	231614	360483	2.784006
chr1	231614	360483	2.829417
chr1	231614	360483	2.883178
chr1	231614	360483	3.006687
chr1	231614	360483	3.085722
chr1	231614	360483	3.178197
chr1	309790	312921	3.6043489999999996
chr1	309790	312956	4.5624769999999994
chr1	309790	312996	3.3125139999999997
chr1	231614	360483	3.250336
chr1	310340	314169	4.223227
chr1	231614	360483	3.2342419999999996
chr1	231614	360483	3.2348
chr1	231614	360483	3.245551
chr1	231614	360483	3.2816730000000005
chr1	231614	360483	3.2993370000000004
chr1	231614	360483	3.4351199999999995
chr1	231614	360483	3.472923
chr1	288408	360483	3.559024
chr1	288408	360483	3.656424
chr1	288408	360483	3.763735
chr1	312921	316773	4.368682
chr1	312921	316773	4.217647
chr1	312921	316773	4.441032
chr1	312921	317221	5.294697
chr1	312921	317221	4.890102
chr1	314254	326443	4.729301
chr1	314254	326443	5.306173
chr1	314254	326443	5.4680550000000006
chr1	314254	326443	5.404523
chr1	289863	326882	3.9209089999999995
chr1	289863	326882	4.045905
chr1	289863	326882	4.164413
chr1	302262	326443	4.347372
chr1	302262	326443	4.566948
chr1	317291	326443	6.975455999999999
chr1	317480	326443	6.988052000000001
chr1	317480	326443	7.784733999999999
chr1	317480	326443	8.925687
chr1	302262	326443	5.635592
chr1	302262	326443	5.84101
chr1	318212	323720	5.971977
chr1	302262	326443	5.917976
chr1	302262	326443	6.054264
chr1	302262	326443	6.170503
chr1	319042	326194	11.565726
chr1	319042	326194	13.498821
chr1	319042	326194	10.343072
chr1	319042	326443	9.491408999999999
chr1	319042	326443	10.513613000000001
chr1	319042	326443	11.147582
chr1	319042	326194	13.895479000000002
chr1	319042	326194	14.414060999999998
chr1	319042	326194	16.606157
chr1	323720	326008	21.39196
chr1	319042	326194	22.185299
chr1	324172	326194	22.286549
chr1	324184	326443	22.518976000000002
chr1	324184	326488	17.435291
chr1	302262	326602	4.543487
chr1	319462	374660	2.8018669999999997
chr1	319462	374660	2.812782
chr1	319462	374660	2.897571
chr1	319462	374660	3.127548
chr1	319462	374660	3.885278
chr1	325485	374660	5.527026
chr1	325485	374660	7.506058
chr1	325485	361644	18.277458
chr1	325562	361644	15.276841000000001
chr1	325578	374660	14.521348999999999
chr1	325578	374660	14.273515
chr1	325578	374660	14.090268
chr1	325578	374660	13.964436
chr1	325578	374660	13.866801
chr1	325578	374660	13.853317
chr1	325578	374660	14.365459
chr1	325578	374660	14.616801999999998
chr1	325578	374660	14.695336
chr1	325578	374660	15.789601999999999
chr1	325578	374660	17.488523
chr1	326482	361644	35.470802
chr1	326482	361644	27.163805
chr1	326482	361644	24.835857
chr1	325578	361644	15.654725
chr1	323844	374660	9.877536
chr1	323844	374660	7.696125
chr1	323844	374660	6.0196190000000005
chr1	325578	364650	6.400197
chr1	325578	364545	7.181064
chr1	325578	364545	9.316763
chr1	325578	364542	12.428784
chr1	325578	364545	12.167928
chr1	325578	364650	10.052094
chr1	361075	364650	14.088242000000001
chr1	361075	364650	9.881855999999999
chr1	325578	368474	5.847638
chr1	363841	369733	7.2623690000000005
chr1	363841	369733	5.555244
chr1	364065	369733	6.194428
chr1	364065	369733	5.615562000000001
chr1	323844	374660	4.464919999999999
chr1	323844	374660	4.356008
chr1	323844	374660	4.308168
chr1	323844	374660	4.312241
chr1	323844	374660	4.268632
chr1	323844	374660	4.15993
chr1	323844	374660	4.1305
chr1	323844	374660	4.080986
chr1	323844	374660	3.8772839999999995
chr1	323844	374660	3.8232019999999998
chr1	323844	374660	3.8063550000000004
chr1	323844	374660	3.607171
chr1	323844	379444	3.034774
chr1	323844	379740	2.813682
chr1	323844	379740	2.7705580000000003
chr1	323844	379740	2.7125939999999997
chr1	364065	374660	2.650757
chr1	364065	374660	2.609259
chr1	364065	374660	2.511372
chr1	364065	374660	2.3815209999999998
chr1	364065	374660	2.0407580000000003
chr1	325578	385403	1.8041080000000003
chr1	325578	394944	1.614741
chr1	325578	394944	1.58599
chr1	325578	394944	1.529223
chr1	325578	394944	1.499542
chr1	325578	399040	1.443745
chr1	325578	399040	1.387327
chr1	325578	399040	1.358301
chr1	325578	399040	1.3447149999999999
chr1	325578	399040	1.307453
chr1	325578	399040	1.27959
chr1	302262	471081	1.258765
chr1	302262	471081	1.261139
chr1	302262	472042	1.26375
chr1	302262	472042	1.265847
chr1	302262	472042	1.269342
chr1	302262	472042	1.276355
chr1	302262	472042	1.2855299999999998
chr1	302262	472042	1.289082
chr1	302262	472042	1.301238
chr1	302262	472042	1.321075
chr1	302262	472714	1.3394190000000001
chr1	302262	472714	1.372615
