Chr	StartPos	EndPos	Likelihood
chr1	37988	60069	0.1660507
chr1	37988	60069	0.1123683
chr1	37988	60069	0.05898582
chr1	37988	60069	0.00524914
chr1	37988	60766	0.0
chr1	37988	61433	0.0
chr1	37988	61606	0.0
chr1	37988	61595	0.0
chr1	37988	61324	0.0
chr1	37988	60907	0.0
chr1	37988	60188	0.0
chr1	37988	61770	0.0
chr1	37988	61097	0.0
chr1	37988	60629	0.0
chr1	37988	61562	0.0
chr1	37988	60708	0.0
chr1	37988	61518	0.0
chr1	37988	61341	0.0
chr1	37988	61497	0.0
chr1	37988	60146	0.0
chr1	37988	60734	0.0
chr1	37988	61047	0.0
chr1	37988	60111	0.0
chr1	37988	60079	0.0
chr1	37988	60125	0.0
chr1	37988	60764	0.0
chr1	37988	60069	0.0
chr1	60079	60098	0.0
chr1	60146	60188	0.0
chr1	60188	60629	0.0
chr1	60629	60708	0.0
chr1	60734	60764	0.0
chr1	60766	60907	0.0
chr1	60764	60907	0.0
chr1	60907	61047	0.0
chr1	61047	61097	0.0
chr1	61097	61324	0.0
chr1	61341	61433	0.0
chr1	61433	61497	0.0
chr1	61544	61562	0.0
chr1	61606	61744	0.0
chr1	61744	61753	0.0
chr1	61770	61929	0.0
chr1	61766	61929	0.0
chr1	61929	61952	0.0
chr1	61952	63777	0.0
chr1	61929	63777	0.0
chr1	63777	67835	0.0
chr1	67835	68292	0.0
chr1	68292	69670	0.0
chr1	69670	71859	0.0
chr1	71859	74160	0.0
chr1	74160	103111	0.0
chr1	74160	102935	0.0
chr1	74160	102389	0.0
chr1	74160	100962	0.0
chr1	74160	101634	0.0
chr1	71859	100962	0.0
chr1	100962	101634	0.0
chr1	101634	102389	0.0
chr1	102389	102935	0.0
chr1	102935	103111	0.0
chr1	103111	106077	0.0
chr1	102935	106077	0.0
chr1	106077	108980	0.0
chr1	108980	114110	0.0
chr1	114110	115422	0.0
chr1	115422	118538	0.0
chr1	115422	118410	0.0
chr1	115422	118306	0.0
chr1	115422	118404	0.0
chr1	115422	118344	0.0
chr1	115422	118385	0.0
chr1	115422	118370	0.0
chr1	118359	118370	0.0
chr1	118410	118517	0.0
chr1	118404	118517	0.0
chr1	118538	118614	0.0
chr1	118624	118634	0.0
chr1	118695	118736	0.0
chr1	118736	118927	0.0
chr1	118927	118999	0.0
chr1	118999	119142	0.0
chr1	119142	119167	0.0
chr1	119167	119355	0.0
chr1	119355	119611	0.0
chr1	119611	122012	0.0
chr1	122012	125560	0.0
chr1	125560	130928	0.0
chr1	130928	135882	0.0
chr1	135882	150404	0.0
chr1	135882	150644	0.0
chr1	150404	150644	0.0
chr1	150644	152641	0.0
chr1	152641	153394	0.0
chr1	153394	153648	0.0
chr1	153648	153985	0.0
chr1	153985	157212	0.0
chr1	157212	159851	0.0
chr1	159851	160974	0.0
chr1	160974	161896	0.0
chr1	161896	166310	0.0
chr1	166310	172533	0.0
chr1	172533	180814	0.0
chr1	180814	182102	0.0
chr1	182102	185854	0.0
chr1	185854	188555	0.0
chr1	188555	192928	0.0
chr1	192928	194730	0.0
chr1	194730	196251	0.0
chr1	196251	203088	0.0
chr1	203088	207924	0.0
chr1	203088	207635	0.0
chr1	203088	207808	0.0
chr1	207635	207808	0.0
chr1	207808	207924	0.0
chr1	207924	212034	0.0
chr1	207808	212034	0.0
chr1	207635	212034	0.0
chr1	207924	212034	0.08748958
chr1	212034	216350	0.0
chr1	212034	216350	0.08294528
chr1	216350	222474	0.0
chr1	222474	223162	0.0
chr1	223162	224748	0.0
chr1	224748	226306	0.0
chr1	226306	227418	0.0
chr1	227418	227684	0.0
chr1	227684	231741	0.0
chr1	227684	231870	0.0
chr1	227684	231614	0.0
chr1	227684	231795	0.0
chr1	227418	231614	0.0
chr1	231614	231736	0.0
chr1	231795	231870	0.0
chr1	231870	232050	0.0
chr1	232050	232085	0.0
chr1	232103	232219	0.0
chr1	232231	232438	0.0
chr1	232219	232438	0.0
chr1	232438	232469	0.0
chr1	232505	232536	0.0
chr1	232590	232646	0.0
chr1	232646	232670	0.0
chr1	232670	232765	0.0
chr1	232765	232903	0.0
chr1	232921	232932	0.0
chr1	232968	233033	0.0
chr1	233033	233058	0.0
chr1	233113	233142	0.0
chr1	233176	233190	0.0
chr1	233190	233291	0.0
chr1	233312	233357	0.0
chr1	233385	233411	0.0
chr1	233452	233486	0.0
chr1	233503	233578	0.0
chr1	233578	233645	0.0
chr1	233645	233700	0.0
chr1	233700	234027	0.0
chr1	234027	234064	0.0
chr1	234102	234746	0.0
chr1	234064	234746	0.0
chr1	234746	235377	0.0
chr1	235377	235448	0.0
chr1	235459	236299	0.0
chr1	235448	236299	0.0
chr1	236299	236496	0.0
chr1	236496	237175	0.0
chr1	236496	237156	0.0
chr1	237156	237175	0.0
chr1	237175	237337	0.0
chr1	237337	239170	0.0
chr1	237337	239157	0.0
chr1	239157	239170	0.0
chr1	239170	239723	0.0
chr1	239170	239755	0.0
chr1	239157	239723	0.0
chr1	239755	239989	0.0
chr1	239755	239987	0.0
chr1	239989	240677	0.0
chr1	239987	240677	0.0
chr1	240677	240814	0.0
chr1	240814	242186	0.0
chr1	242186	242879	0.0
chr1	242879	243288	0.0
chr1	243288	244763	0.0
chr1	244763	250474	0.0
chr1	244763	250473	0.0
chr1	250474	251018	0.0
chr1	250473	251018	0.0
chr1	251018	254031	0.0
chr1	254031	260502	0.0
chr1	260502	271187	0.0
chr1	260502	271187	0.05812294
chr1	271187	276597	0.05681903
chr1	271187	276597	0.0
chr1	276597	278901	0.0
chr1	278901	280440	0.0
chr1	280440	281504	0.06501593
chr1	280440	281504	0.0
chr1	281504	281799	0.0
chr1	281799	283619	0.0
chr1	283619	284785	0.0
chr1	284785	285387	0.0
chr1	285387	285438	0.0
chr1	285449	286806	0.0
chr1	285438	286806	0.0
chr1	285387	286806	0.0
chr1	286806	287364	0.0
chr1	287364	288805	0.0
chr1	288805	289962	0.0
chr1	288805	289929	0.0
chr1	288805	289877	0.0
chr1	288805	289863	0.0
chr1	289868	289877	0.0
chr1	289929	289962	0.0
chr1	289962	290010	0.0
chr1	290010	290160	0.0
chr1	290160	290310	0.0
chr1	290310	290346	0.0
chr1	290376	290421	0.0
chr1	290421	290773	0.0
chr1	290773	290813	0.0
chr1	290838	291150	0.0
chr1	290813	291150	0.0
chr1	291150	291213	0.0
chr1	291213	291266	0.0
chr1	291266	291334	0.0
chr1	291374	291440	0.0
chr1	291453	291530	0.0
chr1	291530	291542	0.1510789
chr1	291558	291740	0.0
chr1	291769	296593	0.0
chr1	291769	296658	0.0
chr1	291769	296471	0.0
chr1	291769	296611	0.0
chr1	291769	296574	0.0
chr1	291769	296530	0.0
chr1	291769	296551	0.0
chr1	291769	296547	0.0
chr1	291740	296471	0.0
chr1	291760	296471	0.0
chr1	291558	296471	0.0
chr1	291453	296471	0.0
chr1	291440	296471	0.0
chr1	291530	296471	0.0
chr1	296471	296530	0.0
chr1	296574	296593	0.0
chr1	296611	296658	0.0
chr1	296658	297191	0.0
chr1	297191	297587	0.0
chr1	297587	297948	0.0
chr1	297948	299410	0.0
chr1	299410	299773	0.0
chr1	299773	300543	0.0
chr1	300543	300836	0.0
chr1	300836	301378	0.0
chr1	301378	302431	0.0
chr1	302431	302701	0.0
chr1	302701	303032	0.0
chr1	303032	305733	0.0
chr1	305733	308622	0.0
chr1	308622	313013	0.0
chr1	313013	313710	0.0
chr1	313710	314027	0.0
chr1	314027	314133	0.0
chr1	314133	314169	0.0
chr1	314169	314254	0.0
chr1	314254	314402	0.0
chr1	314402	314809	0.0
chr1	314402	314790	0.0
chr1	314809	315166	0.0
chr1	314790	315166	0.0
chr1	315201	318773	0.0
chr1	315201	318569	0.0
chr1	315166	318569	0.0
chr1	318569	318773	0.0
chr1	318773	319042	0.0
chr1	319042	321141	0.0
chr1	321141	323192	0.0
chr1	323192	323577	0.0
chr1	323577	323844	0.0
chr1	323844	323998	0.0
chr1	324025	324064	0.0
chr1	324112	324172	0.0
chr1	324172	324711	0.0
chr1	324711	324823	0.0
chr1	324823	324904	0.0
chr1	324904	325485	0.0
chr1	325485	326011	0.0
chr1	326011	326047	0.0
chr1	326047	326215	0.0
chr1	326215	326395	0.0
chr1	326395	326467	0.0
chr1	326488	326566	0.0
chr1	326575	326602	0.0
chr1	326602	326730	0.0
chr1	326730	326784	0.0
chr1	326784	326859	0.0
chr1	326882	362853	0.0
chr1	326882	361392	0.0
chr1	326882	362212	0.0
chr1	326882	361269	0.0
chr1	326882	361644	0.0
chr1	326882	361075	0.0
chr1	326882	360198	0.0
chr1	326882	360483	0.0
chr1	326882	359858	0.0
chr1	326882	361232	0.0
