Chr	StartPos	EndPos	Likelihood
chr1	37984	60165	1.2222959999999998
chr1	37984	60165	1.057842
chr1	37984	60165	0.9052296999999999
chr1	37984	60165	0.7640575
chr1	37984	60165	0.6388965999999999
chr1	37984	60165	0.5272358
chr1	37984	60165	0.42702219999999996
chr1	37984	60165	0.3392034
chr1	37984	60165	0.2618125
chr1	37984	60165	0.1923986
chr1	37984	60165	0.131128
chr1	37984	60165	0.07573442
chr1	37984	60165	0.0
chr1	60165	62245	0.0
chr1	60165	62184	0.0
chr1	60165	62238	0.0
chr1	60165	62165	0.0
chr1	62184	62238	0.0
chr1	62245	63719	0.0
chr1	62238	63719	0.0
chr1	62184	63719	0.0
chr1	62165	63719	0.0
chr1	63719	66695	0.0
chr1	66695	68289	0.0
chr1	66695	68289	0.0508903
chr1	68289	71035	0.0508903
chr1	68289	71035	0.02447445
chr1	68289	71035	0.0
chr1	71035	74516	0.0
chr1	71035	74516	0.1904239
chr1	71035	74516	0.8058621
chr1	74516	78219	0.6790559
chr1	74516	78219	0.1601018
chr1	74516	78219	0.0
chr1	74516	78219	0.04709463
chr1	74516	78219	0.0508903
chr1	78219	81294	0.0508903
chr1	78219	81294	0.05085259
chr1	78219	81294	0.0
chr1	81294	81813	0.0
chr1	81813	82637	0.0
chr1	82637	101634	0.43905150000000004
chr1	82637	101054	0.0
chr1	82637	100061	0.0
chr1	82637	101163	0.0
chr1	82637	101222	0.0
chr1	81813	100061	0.0
chr1	81294	100061	0.0
chr1	100061	101054	0.0
chr1	101054	101163	0.0
chr1	101163	101219	0.0
chr1	101222	101446	0.0
chr1	101219	101446	0.0
chr1	101446	101634	0.0
chr1	101634	105887	0.0508903
chr1	101634	105887	0.0
chr1	101446	105887	0.0
chr1	105887	107903	0.0
chr1	105887	107866	0.0
chr1	107866	107903	0.0
chr1	107903	108850	0.0
chr1	107866	108850	0.0
chr1	108850	113684	0.0
chr1	108850	113513	0.0
chr1	113513	113684	0.0508903
chr1	113513	113684	0.0
chr1	113684	114123	0.0
chr1	113684	114123	0.2900315
chr1	114123	115162	0.0
